Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population,SIMD2020v2_Rank,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank
S01012536,"Annbank, Mossblown and Tarbolton - the Coalfields",South Ayrshire,698,454,2159,2766,2523,2259,1465,758,5692,2530
S01012537,"Annbank, Mossblown and Tarbolton - the Coalfields",South Ayrshire,717,430,2263,2451,3019,2362,1801,774,4627,3600
S01012538,"Annbank, Mossblown and Tarbolton - the Coalfields",South Ayrshire,1208,706,2149,2402,2350,2405,1881,1087,3664,3222
S01012539,"Annbank, Mossblown and Tarbolton - the Coalfields",South Ayrshire,710,430,3048,2943,3197,3020,3128,1571,5408,3149
S01012540,"Annbank, Mossblown and Tarbolton - the Coalfields",South Ayrshire,708,424,1460,1263,1398,1152,1522,4553,4308,3363
S01012541,"Annbank, Mossblown and Tarbolton - the Coalfields",South Ayrshire,1105,676,2948,3166,3532,3125,2840,958,2912,4260
S01012542,"Dundonald, Loans and Symington",South Ayrshire,1044,591,2564,3010,1873,2594,3828,1575,4992,4024.5
S01012543,"Dundonald, Loans and Symington",South Ayrshire,699,467,4577,4603,4914,4931,4900,727,5097,5129
S01012544,"Dundonald, Loans and Symington",South Ayrshire,878,479,2956,3391,3054,3054,3877,794,2862,4306
S01012545,"Dundonald, Loans and Symington",South Ayrshire,465,299,2153,2237.5,2435,1503,1976,2001,4962,3240
S01012546,"Dundonald, Loans and Symington",South Ayrshire,828,507,3007,3367,3411,2997,2812,798,4945,6302
S01012547,"Dundonald, Loans and Symington",South Ayrshire,702,374,3481,3973,3142,3287,4316,1287,3393,5060
S01012548,"Dundonald, Loans and Symington",South Ayrshire,1216,733,5489,5566,5586,4632,5005,1742,5829,6538
S01012549,Muirhead,South Ayrshire,566,329,1185,1185,1037,717,2144,3429,1919,2046
S01012550,Muirhead,South Ayrshire,785,475,2997,2383,2818,2412,3508,4312,5885,3713
S01012551,Muirhead,South Ayrshire,747,448,6093,5654.5,5412,4996,5575,3911,6617,6559
S01012552,Muirhead,South Ayrshire,843,492,6245,6628,5509.5,4973,5627,4043,3726,6292
S01012553,Muirhead,South Ayrshire,917,604,6071,4779,5756,5642,5223,5083,5839,6586
S01012554,Muirhead,South Ayrshire,443,248,6018,5883,5840,6211,5893,1669,6265,4386
S01012555,Muirhead,South Ayrshire,509,314,6708,6759,6766,6169,5827,2288,6716,6471
S01012556,Muirhead,South Ayrshire,507,301,6059,6674,6025,5828,6384,1118,4770,6821
S01012557,Barassie,South Ayrshire,619,350,6198,6181,5893,6281,5861,1849,6514,4764
S01012558,Barassie,South Ayrshire,546,355,2077,1570,1694,1941,3547,4751,2875,2965
S01012559,Barassie,South Ayrshire,733,408,549,878,271,402,706,5932,2947,1748
S01012560,Barassie,South Ayrshire,573,281,3389,2933,3693,3070,2670,2748,5729,5668
S01012561,Barassie,South Ayrshire,739,431,3392,2962,3091,2676,4307,3011,4953,5397
S01012562,Barassie,South Ayrshire,729,456,1203,1389,674,1096,1853,5526,1863,2275
S01012563,Troon,South Ayrshire,728,380,6678,6760,6736,6709,6880,1762,4675,6550
S01012564,Troon,South Ayrshire,816,440,6187,5618,5807,5320,5688,3973,4447,6502
S01012565,Troon,South Ayrshire,789,397,5462,4582.5,4736,4150,6529,6936,2419,4906
S01012566,Troon,South Ayrshire,707,439,2490,2406,1945,2352,4720,6918,496,2887
S01012567,Troon,South Ayrshire,1039,654,2408,2187,1940,2243,2673,5352,4256,3730
S01012568,Troon,South Ayrshire,594,284,5910,5787,4265,5210,6394,4262,6148,6490
S01012569,Troon,South Ayrshire,821,426,6206,6313,6671.5,4280,6352,1901,5930,6241
S01012570,Clydesdale South,South Lanarkshire,387,255,3155,4369,3252,4121,5180,96,4567.5,4809
S01012571,Clydesdale South,South Lanarkshire,687,455,1908,2271,2234,3031,2684,181,2318,3124.5
S01012572,Clydesdale South,South Lanarkshire,487,330,2821,3750,3031,4034,3335,252,3312,4051
S01012573,Clydesdale South,South Lanarkshire,862,521,4827,5598,6237,5533,4537,209,6239,5446
S01012574,"Biggar, Symington, Thankerton and Dolphinton",South Lanarkshire,918,546,4099,4317,4272.5,4388,5055,674,3960,5885
S01012575,"Biggar, Symington, Thankerton and Dolphinton",South Lanarkshire,666,431,5563,5659,5896,6199,6100,678,6796.5,4991
S01012576,"Biggar, Symington, Thankerton and Dolphinton",South Lanarkshire,797,450,5577,4841,5256,4554,5732,6021,2110,4965
S01012577,"Biggar, Symington, Thankerton and Dolphinton",South Lanarkshire,959,580,4291,4309,4102,5112,4303,1082,5020,4914
S01012578,"Biggar, Symington, Thankerton and Dolphinton",South Lanarkshire,994,531,4754,3891,4277,3818,4709,4720,5305,4026
S01012579,"Biggar, Symington, Thankerton and Dolphinton",South Lanarkshire,752,499,3182,3273,4077,5126,3954,239,3399,3967
S01012580,"Biggar, Symington, Thankerton and Dolphinton",South Lanarkshire,774,520,4157,4587,4924,5908,4776,232,4296,4695
S01012581,"Carstairs, Carstairs Junction and Carnwath",South Lanarkshire,644,420,1626,1754,1910.5,2263,1027,1311,3361.5,2429
S01012582,"Carstairs, Carstairs Junction and Carnwath",South Lanarkshire,903,572,3535,4356,3763,3719,3758,522,4268,5296
S01012583,"Carstairs, Carstairs Junction and Carnwath",South Lanarkshire,668,425,1538,1937,1975.5,1260,723,4935,720,3266
S01012584,"Carstairs, Carstairs Junction and Carnwath",South Lanarkshire,708,455,3507,3722,3816,3195,3126,1302,5131,4071.5
S01012585,"Carstairs, Carstairs Junction and Carnwath",South Lanarkshire,826,548,1282,1084,1488,1442,1353,2763,1430,1795
S01012586,"Carstairs, Carstairs Junction and Carnwath",South Lanarkshire,1007,732,2284,3349,1779,3510,3141,483,2625,4908
S01012587,"Forth, Braehead and Auchengray",South Lanarkshire,866,588,4507,4965,5080,4473,4588,568,4605,6535
S01012588,"Forth, Braehead and Auchengray",South Lanarkshire,620,423,4508,4876,5616,5308,4262,286,6517,5669
S01012589,"Forth, Braehead and Auchengray",South Lanarkshire,656,408,2528,2789,2727,2476,1097,3853,5603,4042
S01012590,"Forth, Braehead and Auchengray",South Lanarkshire,783,485,1581,1345,1545,1629,1111,5921,3721,3230
S01012591,"Forth, Braehead and Auchengray",South Lanarkshire,746,391,1305,1375,989,1415,990,6337,2150,3254
S01012592,Law,South Lanarkshire,636,375,5364,5823,5572,5697,5605,1055,2907,6393
S01012593,Law,South Lanarkshire,785,530,5699,5740,5145,4831,5460,2741,4843,6501
S01012594,Law,South Lanarkshire,440,262,4262,4086.5,3346,3269,4181,4860,5766,3488
S01012595,Law,South Lanarkshire,618,402,2294,2387,2418,1712,1755,5202,2453,3360
S01012596,Law,South Lanarkshire,743,478,1488,1579,1431,1477,1284,4252,1719,2306.5
S01012597,Law,South Lanarkshire,508,331,4944,4493,5377,3790,3297,3624,5556,5025.5
S01012598,Carluke West,South Lanarkshire,705,399,5833,5977,5533,5413,6015,1930,4306,5562.5
S01012599,Carluke West,South Lanarkshire,636,402,3504,3455,3262,3323,3919,3555,1528,3809
S01012600,Carluke West,South Lanarkshire,659,450,5081,5559,4453,4224,5153,1833,5606.5,5612
S01012601,Carluke West,South Lanarkshire,874,599,5534,4804,4976,4579,5323,3790,6478,6271
S01012602,Carluke North,South Lanarkshire,647,399,943,836,781,594,3287,5539,239,4931
S01012603,Carluke North,South Lanarkshire,629,398,1451,1458,1176,1070,2011,4794,2365,3104
S01012604,Carluke North,South Lanarkshire,612,386,2260,2589,2544,1542,1883,3194,2274,2911.5
S01012605,Carluke North,South Lanarkshire,509,284,2876,2952,2653,3002,2448,3090,4048,2281
S01012606,Carluke East,South Lanarkshire,860,599,5926,6586,6532.5,5840,6569,518,6856,6897
S01012607,Carluke East,South Lanarkshire,687,435,3319,3139,3550,3486,3053,1884,4001,3554
S01012608,Carluke East,South Lanarkshire,767,504,2725,2608,3318,2432,1729,3257,4061,2954
S01012609,Carluke East,South Lanarkshire,822,497,1159,1187,1345,1365,380,4579,3850,1699
S01012610,Carluke East,South Lanarkshire,954,619,618,487,542,377,1531,5553,1843,1598
S01012611,Carluke South,South Lanarkshire,1014,634,4839,4827,4537,3655,3665,3329,6569,4472
S01012612,Carluke South,South Lanarkshire,674,414,1559,1514,2015,1627,890,2240,3962,3170
S01012613,Carluke South,South Lanarkshire,648,435,2786,2544,2784,2291,2306,4876,5259,1636
S01012614,Carluke South,South Lanarkshire,980,598,2324,2816,1926.5,1970,3250,4244,609,4800
S01012615,"Crossford, Braidwood and Yieldshields",South Lanarkshire,664,389,4410,4549,4571,4305,5041,856,4735,4944
S01012616,"Crossford, Braidwood and Yieldshields",South Lanarkshire,941,556,3722,4707,3555,3056,5114,719,3524,5317
S01012617,"Crossford, Braidwood and Yieldshields",South Lanarkshire,427,274,5370,6432,5919,6390,4246,639,4334,6966
S01012618,"Crossford, Braidwood and Yieldshields",South Lanarkshire,509,345,2894,2809,2974,3188,4280,1047,2663.5,4929
S01012619,Lanark North West,South Lanarkshire,592,342,989,1330,513,1418,1337,4651,701,4279.5
S01012620,Lanark North West,South Lanarkshire,709,405,6592,6490.5,5954,5518,5785,4209,5411,5917
S01012621,Lanark North West,South Lanarkshire,585,329,4284,4485,2580,4363,5167,3737,4750,6888
S01012622,Lanark North West,South Lanarkshire,764,473,3628,3748,2955,3622,3274,2676,5011,6229
S01012623,Lanark North East,South Lanarkshire,608,386,2581,2344,3168,2009,1489,6380,3182,2637
S01012624,Lanark North East,South Lanarkshire,651,399,2477,2237.5,2750,2510,1958,4909,1790,3642
S01012625,Lanark North East,South Lanarkshire,476,317,1069,1479,649,1113,1136,3731,1765,4124
S01012626,Lanark North East,South Lanarkshire,464,288,5393,5117,4768,5195,4285,3186,6692,6090.5
S01012627,Lanark South,South Lanarkshire,525,358,1905,1493,1806,2492,2443,2584,2181,4038.5
S01012628,Lanark South,South Lanarkshire,1197,689,5345,5143,5786,3949,6217,1702,4027,6313
S01012629,Lanark South,South Lanarkshire,529,339,5342,3575,5662,5513,6417,6558,1034,6579
S01012630,Lanark South,South Lanarkshire,782,444,1857,1667,1193,1917,4862,6485,429,2381
S01012631,Lanark South,South Lanarkshire,861,564,1866,2008,1986,2311,2147,3957,75,3424
S01012632,Hazelbank and Kirkfieldbank,South Lanarkshire,742,467,4036,4313,4718,4292,3790,821,2977,5713
S01012633,Hazelbank and Kirkfieldbank,South Lanarkshire,731,437,3211,4014,3644,3870,3875,437,1977,5030
S01012634,Hazelbank and Kirkfieldbank,South Lanarkshire,664,401,2316,2587,2663,2723,2266,942,3010,3390
S01012635,Hazelbank and Kirkfieldbank,South Lanarkshire,1190,747,2456,2939,2049,3240,4268,722,2711,3673
S01012636,Hazelbank and Kirkfieldbank,South Lanarkshire,646,424,4103,3953,5267.5,4530,5043,419,4676,3838
S01012637,"Douglas, Coalburn and Rigside",South Lanarkshire,739,449,1389,1059,1452,1465,1329,3121,4709,4361.5
S01012638,"Douglas, Coalburn and Rigside",South Lanarkshire,831,505,2689,2428,2885,2663,2193,2974,4508,4001
S01012639,"Douglas, Coalburn and Rigside",South Lanarkshire,827,525,1702,1687,1793,1445,1159,4366,3140,2748
S01012640,"Douglas, Coalburn and Rigside",South Lanarkshire,807,482,177,214,118,318,280,2548,1243,3045.5
S01012641,"Douglas, Coalburn and Rigside",South Lanarkshire,1063,550,1924,2392,1477,2933,1832,1040,4320,3358
S01012642,Lesmahagow,South Lanarkshire,815,509,588,602,592,1578,162,4169,1470,3233
S01012643,Lesmahagow,South Lanarkshire,497,318,2306,1949,2354,2893,1469,4914,3685,4047.5
S01012644,Lesmahagow,South Lanarkshire,671,409,1408,1304,1329,1618,1037,4344,3036,3192
S01012645,Lesmahagow,South Lanarkshire,826,482,3636,2523,3454,3346,3242,6922,5175,4420
S01012646,Lesmahagow,South Lanarkshire,999,629,5147,4575,4232.5,4393,4383,6045,4544,6187
S01012647,Kirkmuirhill and Blackwood,South Lanarkshire,931,619,5617,5743,6414,5617,3265,1836,6314,6022
S01012648,Kirkmuirhill and Blackwood,South Lanarkshire,529,322,934,937,1177,783,632,3648,2551,1439
S01012649,Kirkmuirhill and Blackwood,South Lanarkshire,588,376,2593,2538,2406,2600,1763,6113,3080,3247
S01012650,Kirkmuirhill and Blackwood,South Lanarkshire,663,407,4268,4119.5,4157,3237,3223,4623,3686,4159
S01012651,Kirkmuirhill and Blackwood,South Lanarkshire,608,361,641,360,945,1311,363,6349,790,2340
S01012652,Kirkmuirhill and Blackwood,South Lanarkshire,963,607,5633,5380,5624,4738,4598,3141,4652,6573
S01012653,Ashgill and Netherburn,South Lanarkshire,962,614,1348,1461,1803,2435,793,735,2319,2375
S01012654,Ashgill and Netherburn,South Lanarkshire,719,474,3403,3938,3884,3882,3924,560,2429,5079
S01012655,Ashgill and Netherburn,South Lanarkshire,1144,651,1616,1529,2286,1247,1933,1083,2993,2617
S01012656,Merryton and Meadowhill,South Lanarkshire,796,491,1618,1416,1571,1225,1695,5682,3189,1961
S01012657,Merryton and Meadowhill,South Lanarkshire,537,336,1849,1350,1909,1802,1950,3169,4899,4382
S01012658,Merryton and Meadowhill,South Lanarkshire,897,533,5100,4866.5,4362,3827,4318,4500,6492,5005
S01012659,Merryton and Meadowhill,South Lanarkshire,1067,735,6475,6052,6373,6117,5978,2526,6417,6011
S01012660,"Larkhall Central, Raploch, Millheugh and Burnhead",South Lanarkshire,720,453,2114,1720,2962,1577,1444,5504,1829,2793
S01012661,"Larkhall Central, Raploch, Millheugh and Burnhead",South Lanarkshire,744,506,4226,4321,4541,3932,3540,3298,1188,4252
S01012662,"Larkhall Central, Raploch, Millheugh and Burnhead",South Lanarkshire,729,428,1523,1511,1904,1146,697,5140,3724,4104
S01012663,"Larkhall Central, Raploch, Millheugh and Burnhead",South Lanarkshire,650,384,4416,3797,4191,3354,3111,6747,4376,5156
S01012664,"Larkhall Central, Raploch, Millheugh and Burnhead",South Lanarkshire,971,602,2961,2941,2714,2173,3350,5970,1482,3557
S01012665,Hareleeshill,South Lanarkshire,778,468,814,770,1316.5,918,368,4033,894,1272
S01012666,Hareleeshill,South Lanarkshire,632,389,396,500,456,221,531,3499,1715,525
S01012667,Hareleeshill,South Lanarkshire,553,367,341,226,324,520,1105,4324,293,2021.5
S01012668,Hareleeshill,South Lanarkshire,740,466,1041,689,1550.5,1274,922,5958,407,2277
S01012669,Hareleeshill,South Lanarkshire,671,380,6284,6199,5294,4779,5382,5131,6800,5393
S01012670,Hareleeshill,South Lanarkshire,645,386,5759,5840.5,4534,4131,5048,6647,4354,6348
S01012671,Strutherhill,South Lanarkshire,849,516,1648,1834,2177,1178,961,2870,2916,2028
S01012672,Strutherhill,South Lanarkshire,821,507,447,643,625,478,205,1947,1336,1514
S01012673,Strutherhill,South Lanarkshire,591,351,457,534,854,743,49,1502,3101,2224
S01012674,Strutherhill,South Lanarkshire,581,367,262,315,694,215,21,4147,763,1172
S01012675,Strutherhill,South Lanarkshire,734,513,306,305,724,192,120,4301,749,1494
S01012676,Stonehouse,South Lanarkshire,789,503,2559,2295.5,2671,2532,1936,3792,4855,3566
S01012677,Stonehouse,South Lanarkshire,623,371,1491,1629,1397,891,1530,4109,6193,966
S01012678,Stonehouse,South Lanarkshire,734,491,5321,5617,5232,4158,3855,3105,4691,5815
S01012679,Stonehouse,South Lanarkshire,751,449,2393,2330,1794,2098,3080,5157,3395,4164
S01012680,Stonehouse,South Lanarkshire,554,361,6563,6014,6182,4726,5750,6018,5312.5,5261
S01012681,Stonehouse,South Lanarkshire,807,523,3860,4188,4368,3179,3008,2178,3228,2269
S01012682,Stonehouse,South Lanarkshire,761,406,3918,3556,3281,2556,4188,6374,4039,4767
S01012683,Stonehouse,South Lanarkshire,724,468,1270,1038.5,1550.5,1416,943,5029,765,4787
S01012684,Strathaven South,South Lanarkshire,514,312,4748,4672.5,4051,3081,5147,3219,5998,6161.5
S01012685,Strathaven South,South Lanarkshire,712,447,2052,2371,1471.5,1740,2914,2662,3871,1942.5
S01012686,Strathaven South,South Lanarkshire,988,588,5770,5337,4523,4625,6344,6580,3199,5221
S01012687,Strathaven South,South Lanarkshire,547,270,6822,6900,6014,6639,6597,3018,6732,6855
S01012688,Strathaven South,South Lanarkshire,824,537,3356,2963,2915,2470,4916,6441,1424,3740
S01012689,Strathaven South,South Lanarkshire,499,288,6161,4998,5875,5709,6503,3665,5099,5952
S01012690,Strathaven South,South Lanarkshire,524,327,5679,5744,5147,4930,5462,2177,6406,6901
S01012691,Strathaven North,South Lanarkshire,736,459,6214,5770,4995.5,4990,6576,6180,3754,6244
S01012692,Strathaven North,South Lanarkshire,745,449,3116,3058.5,2434,1832,4406,5291,3987,5381
S01012693,Strathaven North,South Lanarkshire,859,560,6728,6705,6571,5933,6477,2642,5497,6845
S01012694,Strathaven North,South Lanarkshire,438,245,3968,3506,3251,3577,4511,3314,5290,6249
S01012695,"Chapelton, Glengavel and Sandford",South Lanarkshire,869,518,3549,4340,4301,2853,3638,495,5515,5217
S01012696,"Chapelton, Glengavel and Sandford",South Lanarkshire,875,640,4448,6094.5,6315,5140,3879,144,2569,5870
S01012697,"Chapelton, Glengavel and Sandford",South Lanarkshire,617,379,5807,6433,6607.5,5854,5191,874,4552,5606
S01012698,"Chapelton, Glengavel and Sandford",South Lanarkshire,728,422,4682,5540.5,5168,3819,5092,667,3722,6564
S01012699,"Glassford, Quarter and Allanton",South Lanarkshire,1075,706,3289,3670,3515,3601,3821,662,4034,4307
S01012700,"Glassford, Quarter and Allanton",South Lanarkshire,838,516,3987,4486,3937.5,3840,4528,765,5441,4950
S01012701,"Glassford, Quarter and Allanton",South Lanarkshire,900,546,6015,6811,6256,5955,6056,1423,2226,5905
S01012702,"Glassford, Quarter and Allanton",South Lanarkshire,1043,702,4440,4667,4400,3842,5007,1215,4651,4246
S01012703,Eddlewood,South Lanarkshire,613,442,4928,4322,5134,3841,5016,2284,5845,4886
S01012704,Eddlewood,South Lanarkshire,778,493,1097,1487,1509,977,273,2498,3889,2263
S01012705,Eddlewood,South Lanarkshire,671,503,6294,6287,6244,5898,5379,2522,5019,5542
S01012706,Eddlewood,South Lanarkshire,664,452,1364,1833,1745,799,786,1937,4998,1412
S01012707,Eddlewood,South Lanarkshire,838,513,6552,6816,6441,5852,6170,1855,6928,6347
S01012708,Low Waters,South Lanarkshire,699,451,1385,1382,1318,1208,1118,5367,2632,1916
S01012709,Low Waters,South Lanarkshire,494,261,1593,1666,1650,1338,1694,2878,1709,3814
S01012710,Low Waters,South Lanarkshire,689,449,1607,1299,1629,1600,1675,5389,1723,3265
S01012711,Low Waters,South Lanarkshire,915,567,561,629,549,483,847,5255,346,2393
S01012712,Silvertonhill,South Lanarkshire,802,464,6227,5453,6047,5473,6488,2849,5910,6416
S01012713,Silvertonhill,South Lanarkshire,702,406,5465,5065,4677,4299,4936,6019,3618,5755
S01012714,Silvertonhill,South Lanarkshire,594,315,6526,5955.5,5559,5740,6438,4642,5793,6218.5
S01012715,Silvertonhill,South Lanarkshire,702,463,1836,1255,1572,2380,3304,5779,757,2767
S01012716,Hamilton Centre and Low Parks,South Lanarkshire,813,410,5970,5865,5948,4368,5738,3384,3441,6709
S01012717,Hamilton Centre and Low Parks,South Lanarkshire,944,529,1652,1414,1332,1822,4780,6242,73,2658
S01012718,Hamilton Centre and Low Parks,South Lanarkshire,990,588,3541,3274,4391,2994,4169,5769,148,4058
S01012719,Hamilton Centre and Low Parks,South Lanarkshire,985,716,2994,3014,2966,2597,3793,4161,1059,1870
S01012720,Hamilton Centre and Low Parks,South Lanarkshire,517,416,2765,2808,2761,3552,5143,3786,91,1144
S01012721,Laighstonehall,South Lanarkshire,613,364,3813,3376,3561,2819,3093,5633,5495,3718
S01012722,Laighstonehall,South Lanarkshire,716,466,608,842,344,352,1586,4661,1112,1395
S01012723,Laighstonehall,South Lanarkshire,632,409,475,608,382,441,869,3683,542,932
S01012724,Laighstonehall,South Lanarkshire,772,502,1944,1996,1960,2480,1917,3163,574,3467
S01012725,Laighstonehall,South Lanarkshire,921,643,2986,2417,2468,2967,4378,5043,2287,3977
S01012726,Fairhill,South Lanarkshire,625,378,2907,2904.5,3658,1979,1750,3723,5187,1999
S01012727,Fairhill,South Lanarkshire,716,452,363,276,734,378,229,3484,1627,714
S01012728,Fairhill,South Lanarkshire,762,462,134,75,357,224,76,3884,511,1336
S01012729,Woodhead and Meikle Earnock,South Lanarkshire,800,531,2758,2871,2394,3038,3033,2180,3390,4406
S01012730,Woodhead and Meikle Earnock,South Lanarkshire,556,331,1228,1076,1357,1284,1177,1784,4270,1895
S01012731,Woodhead and Meikle Earnock,South Lanarkshire,774,494,1661,1508,2239,1464,1125,2555,4567.5,1149
S01012732,Woodhead and Meikle Earnock,South Lanarkshire,650,363,1904,2115,1903,2189,1513,2335,2295,1499
S01012733,Little Earnock,South Lanarkshire,1122,766,5519,6140,6034,6023,5949,467,6092,6762
S01012734,Little Earnock,South Lanarkshire,643,438,6169,6471.5,6807,6520,5927,919,4946,6934
S01012735,Little Earnock,South Lanarkshire,459,274,2467,2711,2437,2787,3029,1010,4532,2875
S01012736,Little Earnock,South Lanarkshire,926,589,3382,3251,3753,2649,2936,2438,4762,3854
S01012737,Little Earnock,South Lanarkshire,811,526,4159,3459,4412,3344,4688,2293,4913,5162
