nation,lsoa,overall_local_score,income_score,employment_score,UK_IMD_W_score,original_decile,W_expanded_decile,UK_IMD_W_rank,UK_IMD_W_pop_decile,UK_IMD_W_pop_quintile
S,S01009864,31.829337946430563,22.0,12.0,31.834474033006142,3,3,9576.0,3,2
E,E01021319,31.977,18.099999999999998,15.1,31.83417928097148,3,3,9577.0,3,2
S,S01011040,32.3956239997712,22.0,13.0,31.827423494321163,3,3,9578.0,3,2
E,E01002264,32.066,24.5,16.0,31.822652541721915,3,3,9579.0,3,2
E,E01000226,31.658,22.400000000000002,12.3,31.82086500377544,3,3,9580.0,3,2
E,E01007022,32.557,21.9,20.5,31.81873533864716,3,3,9581.0,3,2
S,S01007255,32.95995463752174,20.0,14.0,31.817594052963322,3,3,9582.0,3,2
E,E01001801,31.423,20.4,10.2,31.815842232747663,3,3,9583.0,3,2
S,S01009313,35.81484318005759,20.0,19.0,31.815678654046096,2,3,9584.0,3,2
E,E01026064,32.167,22.5,17.0,31.812310303353524,3,3,9585.0,3,2
E,E01021318,31.671,19.3,12.5,31.810388757170323,3,3,9586.0,3,2
N,95WW04S2,10.883362731159178,8.7,17.0,31.80979627378538,8,3,9587.0,3,2
E,E01004909,32.109,16.2,16.5,31.8087232986508,3,3,9588.0,3,2
E,E01015813,31.69,15.7,12.7,31.80691900967474,3,3,9589.0,3,2
E,E01008318,31.919,21.6,14.799999999999999,31.80493528159298,3,3,9590.0,3,2
E,E01028147,32.543,23.1,20.5,31.802386840724907,3,3,9591.0,3,2
E,E01032540,32.014,22.5,15.7,31.80041504145294,3,3,9592.0,3,2
E,E01004819,31.871,18.2,14.399999999999999,31.800197278068254,3,3,9593.0,3,2
W,W01000767,31.8,24.0,17.0,31.8,3,3,9594.5,3,2
W,W01000641,31.8,20.0,17.0,31.8,3,3,9594.5,3,2
E,E01001860,31.87,20.9,14.399999999999999,31.799029528216668,3,3,9596.0,3,2
E,E01019459,32.265,21.4,18.0,31.798464815430368,3,3,9597.0,3,2
S,S01011585,33.51761728339847,17.0,15.0,31.798288518372654,3,3,9598.0,3,2
E,E01008488,32.262,22.900000000000002,18.0,31.7949615658756,3,3,9599.0,3,2
E,E01008486,32.097,20.7,16.5,31.79471030043173,3,3,9600.0,3,2
E,E01012685,31.459,17.8,10.7,31.793738740715426,3,3,9601.0,3,2
E,E01027537,32.633,21.0,21.4,31.792027851326928,3,3,9602.0,3,2
E,E01003135,31.583,17.4,11.899999999999999,31.78459775425781,3,3,9603.0,3,2
E,E01006534,32.109,17.9,16.7,31.783066303975012,3,3,9604.0,3,2
E,E01015491,32.031,19.6,16.0,31.781781296916293,3,3,9605.0,3,2
E,E01003024,31.514,22.2,11.3,31.780993998525496,3,3,9606.0,3,2
E,E01004004,31.644,19.7,12.5,31.778859511177416,3,3,9607.0,3,2
E,E01024931,31.884,18.3,14.7,31.776892534125246,3,3,9608.0,3,2
S,S01013154,32.92914591982304,20.0,14.0,31.773810814047906,3,3,9609.0,3,2
E,E01005249,31.737,16.6,13.4,31.772003771334205,3,3,9610.0,3,2
E,E01022044,32.253,19.2,18.099999999999998,31.771623319873406,3,3,9611.0,3,2
S,S01012875,33.49827565038914,22.0,15.0,31.77080151461794,3,3,9612.0,3,2
E,E01004240,31.696,23.9,13.100000000000001,31.76261151943272,3,3,9613.0,3,2
E,E01007774,32.013,18.2,16.0,31.760761799587687,3,3,9614.0,3,2
S,S01010334,32.919872921821046,21.0,14.0,31.760632664572352,3,3,9615.0,3,2
S,S01013278,34.06005249169852,20.0,16.0,31.757342792716262,2,3,9616.0,3,2
E,E01001650,31.966,19.900000000000002,15.6,31.75719154591456,3,3,9617.0,3,2
E,E01016353,31.272,15.8,9.3,31.754968481198716,3,3,9618.0,3,2
E,E01003689,31.258,18.2,9.2,31.751448480614354,3,3,9619.0,3,2
E,E01013776,31.102,13.5,7.8,31.7488784664969,3,3,9620.0,3,2
E,E01004125,31.639,19.900000000000002,12.7,31.747363767243694,3,3,9621.0,3,2
E,E01033272,31.693,19.2,13.200000000000001,31.746279772540063,3,3,9622.0,3,2
E,E01002046,31.66,20.3,12.9,31.74622951945129,3,3,9623.0,3,2
E,E01026006,31.273,13.8,9.4,31.743307733712413,3,3,9624.0,3,2
E,E01032310,31.778,16.900000000000002,14.000000000000002,31.74291053122202,3,3,9625.0,3,2
E,E01006220,31.996,21.3,16.0,31.740910052110674,3,3,9626.0,3,2
E,E01007969,32.322,17.8,19.0,31.73674158359206,3,3,9627.0,3,2
E,E01005546,31.937,16.900000000000002,15.5,31.736155297556365,3,3,9628.0,3,2
E,E01007720,31.9,16.5,15.2,31.73143404506122,3,3,9629.0,3,2
E,E01005079,31.459,16.7,11.200000000000001,31.729596254025985,3,3,9630.0,3,2
S,S01009854,34.03764905732641,19.0,16.0,31.725504566626075,2,3,9631.0,3,2
E,E01010496,32.003,25.7,16.2,31.72342730639601,3,3,9632.0,3,2
E,E01011606,31.365,13.900000000000002,10.4,31.72245574667972,3,3,9633.0,3,2
E,E01009084,31.793,19.1,14.299999999999999,31.721941286982194,3,3,9634.0,3,2
E,E01007776,31.88,20.9,15.1,31.720907545367336,3,3,9635.0,3,2
E,E01010810,31.681,20.4,13.3,31.71943827698311,3,3,9636.0,3,2
E,E01001722,31.702,21.3,13.5,31.7183040291907,3,3,9637.0,3,2
E,E01024309,31.69,20.9,13.4,31.71711952830952,3,3,9638.0,3,2
E,E01018893,32.334,22.900000000000002,19.3,31.71226908979746,3,3,9639.0,3,2
E,E01020005,32.157,18.099999999999998,17.7,31.71083332347241,3,3,9640.0,3,2
E,E01008095,31.407,16.5,10.9,31.70735875375702,3,3,9641.0,3,2
E,E01027081,31.78,21.3,14.299999999999999,31.70676053891154,3,3,9642.0,3,2
E,E01013690,31.274,16.8,9.700000000000001,31.70598999155034,3,3,9643.0,3,2
E,E01033754,31.043,13.3,7.6,31.705638219928918,3,3,9644.0,3,2
E,E01021974,31.514,13.0,11.899999999999999,31.704023014498166,3,3,9645.0,3,2
E,E01023613,32.085,22.2,17.1,31.70372631818532,3,3,9646.0,3,2
E,E01008748,32.38,17.4,19.8,31.701843096281117,3,3,9647.0,3,2
W,W01000838,31.7,27.0,16.0,31.7,3,3,9648.5,3,2
W,W01001353,31.7,23.0,18.0,31.7,3,3,9648.5,3,2
E,E01020556,32.268,15.6,18.8,31.69934008628202,3,3,9650.0,3,2
E,E01003089,31.444,22.5,11.3,31.69925150891426,3,3,9651.0,3,2
N,95TT08W1,14.043995128810588,13.3,13.0,31.69630570612069,7,3,9652.0,3,2
E,E01019236,31.617,16.8,12.9,31.69601627583296,3,3,9653.0,3,2
E,E01012507,31.614,16.3,12.9,31.692513026278192,3,3,9654.0,3,2
E,E01029996,31.833,18.5,14.899999999999999,31.691680297018422,3,3,9655.0,3,2
E,E01029117,32.083,16.2,17.2,31.688562321144264,3,3,9656.0,3,2
S,S01009782,32.29754684876623,18.0,13.0,31.688042966491672,3,3,9657.0,3,2
E,E01005686,31.62,17.5,13.0,31.686691028049836,3,3,9658.0,3,2
E,E01004777,31.728,18.5,14.000000000000002,31.684523038642567,3,3,9659.0,3,2
E,E01004443,31.365,17.0,10.7,31.68397025466605,3,3,9660.0,3,2
E,E01003926,31.441,22.5,11.4,31.682919762021605,3,3,9661.0,3,2
E,E01002637,31.385,19.5,10.9,31.68166825702206,3,3,9662.0,3,2
E,E01002120,31.648,21.6,13.3,31.680902531880665,3,3,9663.0,3,2
E,E01022294,31.494,16.1,11.899999999999999,31.680668017466385,3,3,9664.0,3,2
E,E01012282,32.129,21.7,17.7,31.678136327627918,3,3,9665.0,3,2
E,E01001747,31.063,16.0,8.0,31.677679227609147,3,3,9666.0,3,2
E,E01005302,31.722,18.5,14.000000000000002,31.67751653953303,3,3,9667.0,3,2
S,S01013308,32.86109799771688,22.0,14.0,31.677105769053522,3,3,9668.0,3,2
S,S01011692,32.287976510906674,19.0,13.0,31.674442257981042,3,3,9669.0,3,2
S,S01012764,33.43015442119823,21.0,15.0,31.67399229061692,3,3,9670.0,3,2
E,E01026177,31.168,17.2,9.0,31.672007988647113,3,3,9671.0,3,2
E,E01031609,31.737,17.299999999999997,14.2,31.66937579263109,3,3,9672.0,3,2
E,E01001620,31.693,19.2,13.8,31.66930878851273,3,3,9673.0,3,2
E,E01002605,31.415,19.3,11.3,31.665386763218176,3,3,9674.0,3,2
E,E01001703,31.821,24.3,15.0,31.664838801461475,3,3,9675.0,3,2
S,S01008131,35.70767409726307,21.0,19.0,31.663377295637495,2,3,9676.0,3,2
E,E01032086,31.83,18.5,15.1,31.662520052787883,3,3,9677.0,3,2
E,E01025577,31.708,20.8,14.000000000000002,31.661168041610782,3,3,9678.0,3,2
E,E01012369,32.048,17.599999999999998,17.1,31.660519573676527,3,3,9679.0,3,2
N,95OO08W1,12.050249902714844,11.4,15.4,31.65896339800179,8,3,9680.0,3,2
E,E01017453,32.098,19.2,17.599999999999998,31.654764579566542,3,3,9681.0,3,2
E,E01024608,31.634,15.7,13.4,31.65172553662053,3,3,9682.0,3,2
S,S01012591,35.12259879931014,21.0,18.0,31.643725847113995,2,3,9683.0,3,2
S,S01012832,33.97782724821377,22.0,16.0,31.640489909854363,2,3,9684.0,3,2
S,S01007903,36.26075316766706,18.0,20.0,31.637557897601653,2,3,9685.0,3,2
E,E01007473,31.731,19.8,14.399999999999999,31.636712298845787,3,3,9686.0,3,2
E,E01002766,31.553,21.3,12.8,31.634108782669145,3,3,9687.0,3,2
S,S01011025,33.40192583196294,18.0,15.0,31.63387575351138,3,3,9688.0,3,2
E,E01001795,31.452,15.0,11.899999999999999,31.631622523699644,3,3,9689.0,3,2
E,E01027385,31.869,19.7,15.7,31.63109131297252,3,3,9690.0,3,2
S,S01010089,33.9705280394257,18.0,16.0,31.63011677438709,2,3,9691.0,3,2
E,E01027224,31.691,16.0,14.099999999999998,31.628487796795888,3,3,9692.0,3,2
E,E01016114,31.603,21.099999999999998,13.3,31.62835378855916,3,3,9693.0,3,2
E,E01012585,31.656,19.7,13.8,31.62610204400393,3,3,9694.0,3,2
E,E01030234,31.886,22.6,15.9,31.625286065773757,3,3,9695.0,3,2
E,E01011314,31.258,14.000000000000002,10.2,31.623163507235464,3,3,9696.0,3,2
E,E01003221,31.619,17.299999999999997,13.5,31.621380791508805,3,3,9697.0,3,2
E,E01013765,31.465,21.9,12.1,31.621146277094525,3,3,9698.0,3,2
E,E01006325,31.683,16.400000000000002,14.099999999999998,31.619145797983176,3,3,9699.0,3,2
S,S01013407,32.24902758569719,21.0,13.0,31.619090713829706,3,3,9700.0,3,2
E,E01025234,31.847,19.400000000000002,15.6,31.61822931357546,3,3,9701.0,3,2
E,E01001808,30.857,13.3,6.6000000000000005,31.61672172091224,3,3,9702.0,3,2
E,E01006104,31.974,18.3,16.8,31.6125915766726,3,3,9703.0,3,2
E,E01013888,31.776,18.8,15.0,31.612290058139962,3,3,9704.0,3,2
S,S01010254,32.2422270088991,21.0,13.0,31.60942619998575,3,3,9705.0,3,2
E,E01001841,31.696,19.7,14.299999999999999,31.608669551378053,3,3,9706.0,3,2
E,E01031348,31.836,21.0,15.6,31.605384065207975,3,3,9707.0,3,2
E,E01001591,31.725,22.2,14.6,31.604048805060476,3,3,9708.0,3,2
E,E01011035,31.527,17.4,12.8,31.603747286527827,3,3,9709.0,3,2
E,E01025011,31.669,19.8,14.099999999999998,31.602797300060928,3,3,9710.0,3,2
W,W01000922,31.6,21.0,16.0,31.6,3,3,9711.5,3,2
W,W01001678,31.6,23.0,16.0,31.6,3,3,9711.5,3,2
E,E01011260,31.842,18.3,15.7,31.599562066979612,3,3,9713.0,3,2
N,95OO18W1,12.074266284938824,9.7,15.3,31.59656768429204,8,3,9714.0,3,2
E,E01016154,31.451,14.000000000000002,12.2,31.591969281834388,3,3,9715.0,3,2
E,E01022286,31.459,16.400000000000002,12.3,31.58848278330921,3,3,9716.0,3,2
E,E01012390,31.935,18.5,16.7,31.57987782979851,3,3,9717.0,3,2
E,E01013762,31.473,25.3,12.5,31.57917428655568,3,3,9718.0,3,2
E,E01003623,31.385,17.9,11.700000000000001,31.579040278318953,3,3,9719.0,3,2
E,E01006497,31.951,15.9,16.900000000000002,31.57290483274817,3,3,9720.0,3,2
E,E01008933,31.465,20.7,12.5,31.56983228774297,3,3,9721.0,3,2
E,E01009875,31.594,18.3,13.700000000000001,31.566530050543303,3,3,9722.0,3,2
E,E01011048,31.539,16.900000000000002,13.200000000000001,31.566446295395345,3,3,9723.0,3,2
E,E01032528,31.768,22.2,15.299999999999999,31.564462567313587,3,3,9724.0,3,2
E,E01012750,31.501,14.899999999999999,12.9,31.560557293048625,3,3,9725.0,3,2
E,E01013772,31.362,22.3,11.700000000000001,31.5521820317324,3,3,9726.0,3,2
E,E01004567,31.614,25.0,14.000000000000002,31.55139955556141,3,3,9727.0,3,2
E,E01015063,31.567,18.2,13.600000000000001,31.547829301888285,3,3,9728.0,3,2
E,E01004036,31.501,22.6,13.0,31.547728795710736,3,3,9729.0,3,2
S,S01006531,31.05568210501415,18.0,11.0,31.5468248355984,3,3,9730.0,3,2
E,E01011875,31.62,15.0,14.099999999999998,31.545577557333065,3,3,9731.0,3,2
E,E01000783,31.443,20.8,12.5,31.544141791008013,3,3,9732.0,3,2
E,E01011322,31.22,15.8,10.5,31.540303520861414,3,3,9733.0,3,2
E,E01032131,31.965,22.7,17.299999999999997,31.537939341318864,3,3,9734.0,3,2
E,E01023958,31.668,21.2,14.6,31.537487063519894,3,3,9735.0,3,2
S,S01011922,33.33375550511433,20.0,15.0,31.536996755282868,3,3,9736.0,3,2
E,E01003726,31.711,20.200000000000003,15.0,31.536386317786672,3,3,9737.0,3,2
E,E01026085,31.918,16.3,16.900000000000002,31.53436908764573,3,3,9738.0,3,2
E,E01017539,31.824,19.2,16.1,31.527228580299457,3,3,9739.0,3,2
E,E01001177,31.6,19.2,14.099999999999998,31.522222560301284,3,3,9740.0,3,2
E,E01006092,31.961,22.2,17.4,31.52043984457461,3,3,9741.0,3,2
E,E01001731,31.157,16.0,10.100000000000001,31.51804926956286,3,3,9742.0,3,2
E,E01027082,31.517,16.8,13.4,31.515098803984607,3,3,9743.0,3,2
E,E01010949,31.231,16.0,10.8,31.514663277215234,3,3,9744.0,3,2
E,E01005115,31.636,18.6,14.499999999999998,31.512947565606925,3,3,9745.0,3,2
E,E01007083,31.641,17.8,14.6,31.505957817526987,3,3,9746.0,3,2
E,E01009005,31.464,17.299999999999997,13.0,31.504522051201935,3,3,9747.0,3,2
S,S01009500,31.59541796277344,24.0,12.0,31.502042977883598,3,3,9748.0,3,2
E,E01007177,31.78,18.2,15.9,31.501504581505316,3,3,9749.0,3,2
E,E01003032,31.549,20.200000000000003,13.8,31.501152809883898,3,3,9750.0,3,2
E,E01010422,31.856,20.7,16.6,31.500454088860863,3,3,9751.0,3,2
W,W01000568,31.5,22.0,17.0,31.5,3,3,9752.5,3,2
W,W01001402,31.5,23.0,16.0,31.5,3,3,9752.5,3,2
E,E01003599,31.152,20.1,10.2,31.499382022967023,3,3,9754.0,3,2
E,E01019985,31.874,21.099999999999998,16.8,31.49581659151369,3,3,9755.0,3,2
E,E01004224,31.203,20.3,10.7,31.494794778708624,3,3,9756.0,3,2
E,E01010444,31.894,19.2,17.0,31.4935145938697,3,3,9757.0,3,2
E,E01021321,31.432,18.3,12.8,31.492811050626862,3,3,9758.0,3,2
E,E01002049,31.408,21.8,12.6,31.49044204886451,3,3,9759.0,3,2
E,E01020079,32.033,19.900000000000002,18.3,31.48906135784803,3,3,9760.0,3,2
E,E01033758,30.549,7.3,4.8,31.487967718704795,3,3,9761.0,3,2
E,E01009650,31.16,12.1,10.4,31.483067027103957,3,3,9762.0,3,2
E,E01003967,31.354,17.599999999999998,12.2,31.478697546230247,3,3,9763.0,3,2
S,S01012655,31.007726155420663,19.0,11.0,31.47867312545578,3,3,9764.0,3,2
E,E01013605,31.373,18.099999999999998,12.4,31.475227798734664,3,3,9765.0,3,2
S,S01007792,31.001967085738617,17.0,11.0,31.47048873017242,3,3,9766.0,3,2
S,S01009623,32.71439464195418,24.0,14.0,31.468621010360575,3,3,9767.0,3,2
E,E01000522,31.433,21.6,13.0,31.468321805802674,3,3,9768.0,3,2
E,E01011897,31.861,18.5,16.900000000000002,31.467807346105154,3,3,9769.0,3,2
E,E01017179,31.486,17.299999999999997,13.5,31.466070061247457,3,3,9770.0,3,2
E,E01002807,31.573,23.3,14.299999999999999,31.465036319632596,3,3,9771.0,3,2
E,E01011502,31.549,17.9,14.099999999999998,31.46266731787024,3,3,9772.0,3,2
N,95VV24S1,12.190844321652406,13.4,15.0,31.457600529437457,7,3,9773.0,3,2
E,E01003490,31.017,21.2,9.3,31.457192269043496,3,3,9774.0,3,2
E,E01003525,30.664,14.899999999999999,6.1,31.455488486244988,3,3,9775.0,3,2
E,E01008704,31.706,21.0,15.6,31.453576584501395,3,3,9776.0,3,2
S,S01012708,33.843960430010014,20.0,16.0,31.450247558920367,2,3,9777.0,3,2
E,E01001502,31.213,20.200000000000003,11.200000000000001,31.442329790535076,3,3,9778.0,3,2
S,S01007743,34.98071785197067,21.0,18.0,31.44209436489321,2,3,9779.0,3,2
E,E01011125,31.526,19.1,14.099999999999998,31.43580907128369,3,3,9780.0,3,2
E,E01026976,31.712,18.4,15.8,31.434926088935146,3,3,9781.0,3,2
E,E01015096,31.522,19.6,14.099999999999998,31.43113807187733,3,3,9782.0,3,2
E,E01030077,31.629,21.9,15.1,31.42780233261848,3,3,9783.0,3,2
E,E01025076,31.384,15.2,12.9,31.4239305604127,3,3,9784.0,3,2
E,E01017189,31.153,12.1,10.8,31.42357878879128,3,3,9785.0,3,2
E,E01000856,31.404,20.9,13.100000000000001,31.421628562768706,3,3,9786.0,3,2
E,E01016922,31.843,19.400000000000002,17.1,31.42113085410076,3,3,9787.0,3,2
E,E01031430,31.238,14.399999999999999,11.600000000000001,31.42020954747324,3,3,9788.0,3,2
S,S01006675,32.10859261939113,20.0,13.0,31.41951416079073,3,3,9789.0,3,2
E,E01015381,31.545,19.8,14.399999999999999,31.419510826450217,3,3,9790.0,3,2
S,S01013323,33.82095482527759,17.0,16.0,31.417553569568256,2,3,9791.0,3,2
E,E01015270,31.839,16.0,17.1,31.416459854694402,3,3,9792.0,3,2
E,E01013549,31.43,14.2,13.4,31.413504566896357,3,3,9793.0,3,2
E,E01017257,31.276,12.6,12.0,31.413270052482076,3,3,9794.0,3,2
E,E01020897,31.714,20.5,16.0,31.41160459396255,3,3,9795.0,3,2
E,E01011758,31.637,16.900000000000002,15.299999999999999,31.411487336755417,3,3,9796.0,3,2
E,E01001856,31.549,20.4,14.499999999999998,31.411353328518675,3,3,9797.0,3,2
E,E01032236,31.317,18.0,12.4,31.409833807045676,3,3,9798.0,3,2
E,E01003193,31.206,16.0,11.4,31.40849854689817,3,3,9799.0,3,2
E,E01033124,31.027,12.3,9.8,31.40472728086995,3,3,9800.0,3,2
E,E01025097,31.311,20.3,12.4,31.40282730793614,3,3,9801.0,3,2
W,W01001577,31.4,23.0,16.0,31.4,3,3,9802.5,3,2
W,W01001767,31.4,22.0,9.0,31.4,3,3,9802.5,3,2
E,E01008592,31.714,22.0,16.1,31.398776096624655,3,3,9804.0,3,2
E,E01001749,31.098,15.5,10.5,31.39783803896755,3,3,9805.0,3,2
E,E01000785,31.622,22.900000000000002,15.299999999999999,31.39397108898158,3,3,9806.0,3,2
E,E01022487,31.237,16.2,11.799999999999999,31.393384802945874,3,3,9807.0,3,2
E,E01004284,31.368,26.5,13.0,31.392418065449384,3,3,9808.0,3,2
E,E01022484,31.234,19.5,11.799999999999999,31.389881553391113,3,3,9809.0,3,2
E,E01006007,31.352,15.1,12.9,31.38656256516185,3,3,9810.0,3,2
E,E01026775,31.724,18.7,16.3,31.384796600464774,3,3,9811.0,3,2
E,E01004126,31.361,21.4,13.0,31.38424381648826,3,3,9812.0,3,2
E,E01008890,31.328,18.9,12.7,31.38419356339949,3,3,9813.0,3,2
S,S01009150,37.794093767472354,23.0,23.0,31.381184064428346,2,3,9814.0,3,2
E,E01002832,31.366,21.8,13.100000000000001,31.37725406840832,3,3,9815.0,3,2
S,S01010886,34.934510237347695,21.0,18.0,31.376427268633808,2,3,9816.0,3,2
E,E01013731,31.452,21.0,13.900000000000002,31.375052576941872,3,3,9817.0,3,2
E,E01006566,31.451,14.7,13.900000000000002,31.373884827090283,3,3,9818.0,3,2
E,E01003611,31.396,24.9,13.4,31.373801071942328,3,3,9819.0,3,2
E,E01017347,31.846,17.0,17.5,31.373320114303983,3,3,9820.0,3,2
E,E01000511,31.007,16.0,9.9,31.368543786500275,3,3,9821.0,3,2
E,E01010781,31.292,17.8,12.5,31.36781156341806,3,3,9822.0,3,2
E,E01023865,31.621,20.5,15.5,31.36714634445421,3,3,9823.0,3,2
E,E01028310,31.477,18.4,14.2,31.36576083121793,3,3,9824.0,3,2
E,E01001262,31.334,21.4,12.9,31.365543067833247,3,3,9825.0,3,2
N,95XX11S2,12.758575273177067,11.9,14.2,31.365169002974657,7,3,9826.0,3,2
E,E01004024,31.179,20.200000000000003,11.5,31.364140803567377,3,3,9827.0,3,2
E,E01025249,31.519,17.2,14.6,31.36349233563312,3,3,9828.0,3,2
E,E01009255,31.549,21.3,14.899999999999999,31.360039339167123,3,3,9829.0,3,2
E,E01016440,31.471,19.5,14.2,31.358754332108393,3,3,9830.0,3,2
S,S01011757,33.778870997554854,19.0,16.0,31.35774691673448,2,3,9831.0,3,2
E,E01013843,31.469,18.099999999999998,14.2,31.356418832405218,3,3,9832.0,3,2
E,E01019858,31.424,19.1,13.8,31.355184078435265,3,3,9833.0,3,2
E,E01010998,31.251,19.0,12.3,31.345590814178685,3,3,9834.0,3,2
E,E01003379,31.137,22.1,11.3,31.34075230447641,3,3,9835.0,3,2
E,E01019856,31.736,19.5,16.8,31.3346671119944,3,3,9836.0,3,2
E,E01013087,31.197,15.299999999999999,11.899999999999999,31.333846311544423,3,3,9837.0,3,2
E,E01020212,31.801,22.7,17.4,31.333599868320356,3,3,9838.0,3,2
E,E01027461,31.754,20.0,17.0,31.33002961464723,3,3,9839.0,3,2
E,E01019508,31.72,18.7,16.7,31.328811611706854,3,3,9840.0,3,2
E,E01005719,31.39,17.5,13.700000000000001,31.32830908081913,3,3,9841.0,3,2
E,E01023650,31.547,19.1,15.2,31.319218347450274,3,3,9842.0,3,2
E,E01013647,31.105,16.0,11.200000000000001,31.316212806563453,3,3,9843.0,3,2
E,E01008720,31.651,19.400000000000002,16.2,31.312379358636655,3,3,9844.0,3,2
E,E01001700,31.145,20.3,11.600000000000001,31.31160881127546,3,3,9845.0,3,2
E,E01013410,31.628,18.8,16.0,31.31117810672589,3,3,9846.0,3,2
E,E01019051,31.756,21.0,17.2,31.306708119674635,3,3,9847.0,3,2
E,E01003319,31.239,19.1,12.5,31.305920821283838,3,3,9848.0,3,2
E,E01003598,31.237,23.400000000000002,12.5,31.303585321580655,3,3,9849.0,3,2
E,E01025987,31.478,21.4,14.7,31.302786094380075,3,3,9850.0,3,2
E,E01019580,31.674,21.0,16.5,31.300752113209548,3,3,9851.0,3,2
W,W01001211,31.3,24.0,15.0,31.3,3,3,9854.0,3,2
W,W01001312,31.3,21.0,16.0,31.3,3,3,9854.0,3,2
W,W01001057,31.3,22.0,15.0,31.3,3,3,9854.0,3,2
W,W01001020,31.3,23.0,17.0,31.3,3,3,9854.0,3,2
W,W01000372,31.3,21.0,13.0,31.3,3,3,9854.0,3,2
E,E01000336,31.362,22.2,13.700000000000001,31.295612084974632,3,3,9857.0,3,2
E,E01010065,31.117,26.6,11.5,31.291740312768855,3,3,9858.0,3,2
E,E01003258,31.215,23.599999999999998,12.4,31.290723322183588,3,3,9859.0,3,2
E,E01004271,31.028,22.1,10.7,31.29043855468053,3,3,9860.0,3,2
E,E01025294,31.212,18.5,12.4,31.28722007262882,3,3,9861.0,3,2
N,95AA13S1,11.297631444007347,8.6,15.9,31.28597309321045,8,3,9862.0,3,2
E,E01016975,31.813,21.099999999999998,17.9,31.28347037984998,3,3,9863.0,3,2
E,E01025391,31.791,18.7,17.7,31.28343687779081,3,3,9864.0,3,2
E,E01007060,31.933,19.2,19.0,31.282486891323902,3,3,9865.0,3,2
E,E01005162,31.554,19.5,15.6,31.27607860705985,3,3,9866.0,3,2
E,E01022801,31.564,16.5,15.7,31.274927608237846,3,3,9867.0,3,2
E,E01004167,31.388,25.1,14.099999999999998,31.274659591764397,3,3,9868.0,3,2
E,E01012427,31.245,15.6,12.8,31.274441828379707,3,3,9869.0,3,2
E,E01030385,31.234,19.3,12.7,31.274425077350116,3,3,9870.0,3,2
E,E01001712,31.332,20.599999999999998,13.600000000000001,31.27340808676485,3,3,9871.0,3,2
E,E01010262,31.386,22.3,14.099999999999998,31.272324092061215,3,3,9872.0,3,2
E,E01025196,30.99,13.5,10.5,31.271721054995925,3,3,9873.0,3,2
E,E01008027,31.594,20.4,16.0,31.271474611771865,3,3,9874.0,3,2
E,E01003942,31.341,21.0,13.700000000000001,31.271089338091265,3,3,9875.0,3,2
E,E01006106,31.714,22.0,17.1,31.270491123245765,3,3,9876.0,3,2
E,E01006020,31.535,18.2,15.5,31.26671985721755,3,3,9877.0,3,2
E,E01000435,31.181,20.5,12.3,31.263848324567448,3,3,9878.0,3,2
E,E01014285,30.972,19.5,10.4,31.263530055005212,3,3,9879.0,3,2
E,E01014690,31.256,17.1,13.0,31.261630082071406,3,3,9880.0,3,2
E,E01009760,31.398,17.8,14.299999999999999,31.260680095604503,3,3,9881.0,3,2
S,S01007272,34.28137980770616,21.0,17.0,31.26006052935128,2,3,9882.0,3,2
E,E01006126,31.56,20.599999999999998,15.8,31.257428111493603,3,3,9883.0,3,2
E,E01031358,31.412,20.8,14.499999999999998,31.25137159885097,3,3,9884.0,3,2
E,E01016909,30.862,15.7,9.5,31.25053404737141,3,3,9885.0,3,2
E,E01004295,31.081,23.599999999999998,11.5,31.249701318111647,3,3,9886.0,3,2
E,E01016128,31.058,15.5,11.4,31.235671568862983,3,3,9887.0,3,2
E,E01021300,31.309,19.5,13.700000000000001,31.233721342840415,3,3,9888.0,3,2
E,E01011585,31.242,13.4,13.100000000000001,31.232453086811276,3,3,9889.0,3,2
E,E01003938,31.171,23.0,12.5,31.226513831375776,3,3,9890.0,3,2
E,E01007237,31.687,18.3,17.2,31.22613337991499,3,3,9891.0,3,2
E,E01004774,31.354,20.0,14.2,31.22212759947247,3,3,9892.0,3,2
E,E01011333,31.297,17.7,13.700000000000001,31.219708344621345,3,3,9893.0,3,2
E,E01000129,31.0,21.4,11.0,31.219256066822375,3,3,9894.0,3,2
E,E01024509,31.549,20.0,16.0,31.218925868450352,3,3,9895.0,3,2
E,E01010178,31.69,21.4,17.299999999999997,31.216808132131867,3,3,9896.0,3,2
E,E01000011,30.679,16.7,8.1,31.216434787261043,3,3,9897.0,3,2
E,E01002306,31.249,22.2,13.3,31.21497034109662,3,3,9898.0,3,2
E,E01018180,31.238,17.9,13.200000000000001,31.214953590067026,3,3,9899.0,3,2
E,E01003634,31.094,18.4,11.899999999999999,31.21356807683075,3,3,9900.0,3,2
E,E01018092,31.398,18.4,14.7,31.209366106252947,3,3,9901.0,3,2
